FileName, CommitSha
Azure_Sentinel_analytics_rule_02.json,e74ec142661fb1b09ae205dff87b9072b5fb06ac
Azure_Sentinel_analytic_rule_01.json,f6dcf9a6bd2ad04fad24d07aa13c1e3930055665
